-1.323309933115913994e-01,-7.031120446630921561e-02,0.000000000000000000e+00,-1.862528329003372007e-01,-6.682880990547784839e-02,-8.537394284450831872e-02,-4.695705046708308072e-02,-1.187883477972472568e-01,-5.693438726438557196e-03,-7.752473605660273326e-02,-2.664308219556685980e-02,-1.013210988889503006e-01,-3.537670664971533097e-02,-1.148637444032944432e-01,-2.187828201868332323e-01,1.177381018185838513e-02,3.360787131722955956e-02
-1.397379912663755386e-01,-4.170582057376596291e-02,-2.423857166546901712e-02,-1.091703056768558999e-01,-9.695428666187606848e-02,-1.006025095351279625e-02,-1.353711790393013203e-01,-4.259023824000884861e-02,-1.310043668122270744e-01,-6.113537117903929813e-02,-9.695428666187606848e-02,-5.240174672489082697e-02,-1.406224089326184312e-01,-1.139793267370515645e-01,-1.638936487756342819e-02,-1.275219722513957210e-01,-1.148637444032944432e-01
-5.693438726438557196e-03,-8.385384998065337214e-02,-1.255596705544193281e-01,-1.158034381736774976e-02,-4.847714333093803424e-02,-1.148637444032944432e-01,-5.088165386103586652e-02,-8.429605881377480459e-02,-4.018572770991100940e-02,-1.334088773423248997e-01,-1.202255265048918914e-02,-8.341164114753192582e-02,-1.266375545851528284e-01,-7.752473605660273326e-02,-1.659388646288209590e-01,-9.651207782875463603e-02,-1.326626499364325085e-03
-1.290420651152506815e-01,-1.835166657453982456e-02,-2.512298933171189935e-02,-1.120170250400751716e-01,-1.366978055386656177e-01,-5.676855895196506602e-02,-1.100547233430987926e-01,-4.366812227074235581e-02,-1.120170250400751716e-01,-2.752749986180973857e-02,-1.266375545851528284e-01,-2.708529102868829572e-02,-9.302968326792326881e-02,-5.569067492123154495e-02,-8.822066220772760425e-02,-4.803493449781659486e-02,-1.353711790393013203e-01
-7.904482892045769371e-02,-7.556243435962634036e-02,-1.168260461002708639e-01,-5.917306948206290523e-02,-4.891935216405948750e-02,-9.302968326792326881e-02,-1.814438118401414946e-01,-1.168260461002708639e-01,1.025371731800342814e-02,-1.008788900558288681e-01,-5.043944502791443407e-02,-1.061301199491459790e-01,-2.904759272566469555e-02,-1.576474490077939272e-01,-1.879387540766126741e-02,-8.385384998065337214e-02,-2.904759272566469555e-02
-1.163838372671494176e-01,-3.733900834669172386e-02,-5.961527831518434462e-02,-8.385384998065337214e-02,-1.310043668122270744e-01,-1.421425017964733917e-01,-4.847714333093803424e-02,-9.847437952573101505e-02,-1.663810734619423914e-01,-2.031396827151622439e-02,-8.537394284450831872e-02,-3.385661378586037051e-02,-1.056879111160245466e-01,-5.043944502791443407e-02,-1.008788900558288681e-01,-4.018572770991100940e-02,-1.187883477972472568e-01
-4.411033110386380213e-02,-1.135371179039301320e-01,-8.537394284450831872e-02,-1.445470123265712170e-01,-5.524846608811011250e-02,-7.708252722348128694e-02,-8.144933945055551905e-02,-5.961527831518434462e-02,-1.342932950085677923e-01,-7.556243435962634036e-02,-5.809518545132939110e-02,-3.526339063622795922e-01,-1.442706318058702836e-02,-2.847272124260681880e-01,-1.638936487756342819e-02,-7.119562213255209437e-02,-2.075617710463766030e-02
-1.013210988889503006e-01,-2.904759272566469555e-02,-2.316068763473549952e-02,-1.353711790393013203e-01,-1.008788900558288681e-01,-3.930131004366812369e-02,-1.326626499364325085e-03,-1.080924216461223719e-01,-1.755569067492123159e-01,5.533690785473439622e-01,5.220551655519318768e-01,6.081200596981924944e-01,2.502901995467359253e-01,6.295671881045823426e-01,-1.814438118401414946e-01,-6.353988170913713041e-02,-8.341164114753192582e-02
-5.693438726438557196e-03,-2.207451218838096252e-01,-1.731523962191144905e-01,-1.835166657453982456e-02,-2.664308219556685980e-02,-1.270797634182742608e-01,-9.214526560168039004e-02,-4.607263280084019502e-02,-1.275219722513957210e-01,2.290918136089769019e-01,6.323586313636615497e-01,1.435244043999778230e-01,5.880548338953071053e-01,3.515560223315460364e-01,-1.818860206732629547e-01,-1.032834005859266935e-01,-1.879387540766126741e-02
-1.358133878724227528e-01,-6.005748714830579094e-02,-1.442706318058702836e-02,-1.290420651152506815e-01,-9.018296390470399715e-02,-2.512298933171189935e-02,-1.144215355701730108e-01,-1.072080039798794932e-01,1.221601901497982451e-02,6.111602454259024153e-01,2.476369465480072751e-01,6.295119120004422086e-01,3.428223978773975444e-01,6.553258526339063028e-01,-1.803659278094079943e-01,-2.860538389254325270e-02,-1.275219722513957210e-01
-3.974351887678956308e-02,-1.211928583273450821e-01,-1.441048034934497846e-01,-3.974351887678956308e-02,-1.401802000994969710e-01,-1.794815101431651017e-01,-1.179039301310043641e-01,-7.031120446630921561e-02,-6.879111160245425516e-02,2.792825161682604973e-01,4.695152285666905900e-01,2.803604001989939976e-01,6.098888950306782242e-01,8.995633187772925643e-01,-4.676911171300646708e-01,-1.251174617212978957e-01,-4.651484163396163440e-02
-1.775192084461887088e-01,3.040185727709913965e-03,-3.626112431595821667e-02,-1.028411917528052610e-01,-2.620087336244541348e-02,-1.386601072356420383e-01,-3.733900834669172386e-02,-1.061301199491459790e-01,-6.201978884528218383e-02,2.904759272566469486e-01,-2.151898734177215555e-01,1.583384003095462678e-01,3.249129401359791558e-01,-1.047482173456414367e-01,1.658283124205406009e-02,-2.948980155878613146e-02,-1.080924216461223719e-01
-6.246199767840362321e-02,-1.139793267370515645e-01,-1.270797634182742608e-01,-2.227626996849262075e-02,-2.620087336244541348e-02,-1.148637444032944432e-01,-1.231551600243215028e-01,-1.731523962191144905e-01,-1.382178984025206059e-01,-4.809021060195676697e-03,-1.639765629318445661e-01,-1.211928583273450821e-01,-1.425847106295948241e-01,-1.473937316897905025e-01,-8.100713061743407273e-02,-7.556243435962634036e-02,-4.891935216405948750e-02
-1.921397379912663794e-01,-8.341164114753192582e-02,-1.017633077220717330e-01,-1.886573434304350261e-01,-1.945442485213642048e-01,-3.733900834669172386e-02,-1.072080039798794932e-01,-3.297219611961749175e-02,-1.004366812227074218e-01,-2.904759272566469555e-02,-7.556243435962634036e-02,-9.454977613177822926e-02,-9.258747443480183636e-02,-4.936156099718091300e-02,-1.639765629318445661e-01,-2.316068763473549952e-02,-1.222707423580785963e-01
-1.596097507047703201e-01,-1.091703056768558999e-01,-1.227129511912000565e-01,-1.203084406611021895e-01,-1.425847106295948241e-01,-1.401802000994969710e-01,-5.328616439113371961e-02,-1.513183350837433161e-01,-5.676855895196506602e-02,-9.695428666187606848e-02,-1.493560333867668954e-01,-1.842905312033607801e-01,-3.189431208888397068e-02,-1.222707423580785963e-01,-1.469515228566690701e-01,-1.572052401746724948e-01,-1.594715604444198534e-02
-1.727101873859930303e-01,-1.266375545851528284e-01,-1.862528329003372007e-01,-1.052457022829031003e-01,-8.733624454148471161e-02,-1.004366812227074218e-01,-1.716323033552595023e-01,-1.834061135371179152e-01,-1.842905312033607801e-01,-1.163838372671494176e-01,-1.104969321762202250e-01,-3.930131004366812369e-02,-1.644187717649660263e-01,-5.693438726438557196e-03,-1.528384279475982488e-01,-5.569067492123154495e-02,-9.651207782875463603e-02
-6.550218340611353718e-02,-9.499198496489966170e-02,-6.682880990547784839e-02,-1.965065502183405977e-01,-7.992924658670055860e-02,-1.489138245536454352e-01,-1.638936487756342819e-02,-1.037256094190481537e-01,-1.326626499364325085e-03,-1.441048034934497846e-01,-5.043944502791443407e-02,-8.429605881377480459e-02,-1.139793267370515645e-01,-1.993532695815599110e-01,-1.096125145099773324e-01,-1.362555967055441852e-01,-1.441048034934497846e-01
