-1.723637985836167785e-01,-1.489711704678525483e-01,-9.362627558133050643e-02,-4.957341214520716299e-02,-1.621870294986895722e-01,-3.443372553393185542e-02,-1.478559081023810839e-01,-5.534489488652205580e-02,-1.346400490715440879e-01,-2.121786650309485239e-02,-1.307923939106674927e-01,-7.929515418502203206e-02,-1.029944794512909212e-01,-1.672893548207217418e-03,-1.478559081023810839e-01,-3.828138069480845063e-02,-1.302347627279317466e-01
-1.126136173534823953e-01,-6.911838510009479797e-02,-9.368203869960409561e-03,-9.306864439859477423e-02,-1.433112139630848478e-02,-1.283109351474934490e-01,-7.848658897005519886e-02,-1.062845034294317703e-01,-1.762114537444934084e-02,-1.302347627279317466e-01,-6.886745106786371952e-03,-1.156527072993921990e-01,-1.522611944459934252e-01,-1.376791390174538499e-01,-5.520548709083812622e-03,-1.434506217587687427e-01,-4.516812580159483559e-02
-1.200579936430045125e-01,-1.401605977806278935e-01,-1.382367702001895959e-01,-1.522611944459934252e-01,-1.288685663302291950e-01,-1.522611944459934252e-01,-3.195226677075782562e-02,-9.939775832264539923e-02,-1.718061674008810602e-01,-1.244632799866168538e-01,-3.002843919031952108e-02,-7.985278536775776426e-02,-5.093960854290972146e-02,-1.106897897730441116e-01,-4.709195338203311931e-02,-7.985278536775776426e-02,-9.691629955947136943e-02
-1.445658841242402348e-01,-3.195226677075782562e-02,-7.792895778731946665e-02,-7.048458149779736337e-02,-1.528188256287291713e-01,-6.775218870239224644e-02,-9.170244800089220882e-02,-4.132047064071823345e-02,-7.848658897005519886e-02,-8.618189929180838926e-02,-1.277533039647577029e-01,-9.803156192494284771e-02,-1.106897897730441116e-01,-1.929403892265655479e-02,-1.225394524061785562e-01,-1.894273127753303976e-01,-3.596721128645515020e-03
-7.408130262644287145e-02,-1.332738526738415363e-01,-1.156527072993921990e-01,-3.331846316846038408e-02,-1.137288797189538736e-01,-6.086544359560586148e-02,-2.131266380415992867e-01,-6.415546757374672449e-02,-1.850220264317180563e-01,-4.572575698433056085e-02,-2.506552166397145107e-02,-1.294261975129649134e-01,-2.066023532035911672e-02,-1.156527072993921990e-01,-1.175765348798304827e-01,-2.258406290079741779e-02,-9.803156192494284771e-02
-1.126136173534823953e-01,-8.041041655049351033e-02,-1.445658841242402348e-01,-8.537333407684158382e-02,-8.096804773322924254e-02,-3.691518429710589216e-02,-1.038030446662577266e-01,-9.251101321585902815e-02,-4.076283945798249431e-02,-3.083700440528634387e-02,-9.499247197903305795e-02,-6.856075391735905189e-02,-1.968716890648525286e-01,-4.268666703842079191e-02,-1.547426532091674412e-01,-1.641108570791278698e-01,-4.653432219929738711e-02
-1.170189036970947366e-01,-1.250209111693525721e-01,-1.175765348798304827e-01,5.771482741314894541e-03,-1.899849439580661159e-01,-8.289187531366754014e-02,-1.382367702001895959e-01,-1.365638766519823855e-01,-1.087659621926058001e-01,-3.002843919031952108e-02,-8.096804773322924254e-02,-5.205487090838119280e-02,-8.370044052863435946e-02,-1.269447387497908974e-01,-1.321585903083700442e-01,-1.873640773992081912e-02,-1.365638766519823855e-01
-1.566664807896057388e-01,-4.020520827524675517e-02,-7.737132660458372058e-02,-1.170189036970947366e-01,-3.691518429710589216e-02,-3.002843919031952108e-02,-1.553002843919031872e-01,-1.029944794512909212e-01,-2.314169408353315346e-02,-4.572575698433056085e-02,-6.607929515418502209e-02,-5.782635364969609948e-02,-1.195003624602687803e-01,-6.967601628283053017e-02,-1.013215859030836968e-01,-8.922098923771817902e-02,-6.086544359560586148e-02
-7.215747504600455997e-02,-1.522611944459934252e-01,-1.126136173534823953e-01,-2.643171806167400953e-02,-9.691629955947136943e-02,-1.371215078347181038e-01,-1.365638766519823855e-01,-3.964757709251101603e-02,-1.351976802542798339e-01,-3.596721128645515020e-03,-9.555010316176880403e-02,-2.202643171806167519e-02,-1.679585122400044372e-01,-9.939775832264539923e-02,-7.159984386326884165e-02,-2.314169408353315346e-02,-1.206156248257402586e-01
-1.327162214911057625e-01,-3.443372553393185542e-02,-1.106897897730441116e-01,-1.057268722466960381e-01,-4.405286343612335037e-02,-1.459320805219427863e-01,-7.048458149779736337e-02,-1.106897897730441116e-01,-3.083700440528634387e-02,-1.195003624602687803e-01,-3.387609435119612322e-02,-1.974293202475882469e-01,-2.010260413762337758e-02,-1.106897897730441116e-01,-1.817320024535772072e-01,-7.848658897005519886e-02,-1.048346623543188610e-02
